"","text","monthday","year","author","url"
"63","Angela Gannon, RCAHMS at the viewfinder on top of Cockleroy Hill‘If you’re not fast, you’re last’ is one of the choice phrases I, Angela Gannon, routinely hear from my two sons as I invariably end up sitting in the back of the car having been beaten to the front passenger seat … again! So it is too that in the list of Scottish council areas for the Day of Archaeology, my first to third choices had already been selected by colleagues. But should West Lothian really be number four in my list anyway? Well, of course not. As one of RCAHMS’ archaeological field investigators, and living just outside West Lothian, I have spent many a Sunday afternoon visiting sites and monuments here, from the cairn and henge on Cairnpapple Hill to the lesser known fort that crowns the summit of Cockleroy Hill.West Lothian ‘Contains Ordnance Survey data © Crown copyright and database right 2011’It is the latter that I want to champion today because, despite the regular procession of visitors traipsing to the top, I suspect it is only a small percentage who recognise the fort – even though the well-worn path they follow to the summit passes through the original entrance. Situated on the boundary of Beecraigs Country Park, the path leads walkers to the viewpoint on the top, and on a clear day you can see Ben More, near Crianlarich, 74km (46 miles) to the north west, Goat Fell on Arran 106km (66 miles) to the west-southwest and Black Hill in the Scottish Borders 53km (33 miles) to the southeast – or at least that’s what the directional arrows on the viewfinder lead us to believe. Over to Fife are the hills of Dumglow and East Lomond, both with forts on their summits, and to the east the profiles of the Bass Rock and North Berwick Law are readily recognisable. We ourselves have visited Cockelroy on many occasions and under very different conditions – in shorts and T-shirts in March to wellies and waterproofs in July. And, yes, I haven’t got the months mixed up!The outer face of the lower rampart. Copyright Angela GannonThe fort has much to commend it. As a prominent and conspicuous hill, it occupies a commanding position in the landscape, overlooking Linlithgow and Grangemouth with fine views north over the Firth of Forth. Its perimeter is defined by a stone rampart that follows the leading edge of the summit with stretches of stone inner and outer faces still visible. From this we can tell that the rampart was originally about 2m thick and had an earth and rubble core. On the west and southwest, the ground drops precipitously but on the northwest it falls more gently and here the fort is defended by an additional line of defence. This too takes the form of a stone faced rampart. Alongside the viewfinder and the Ordnance Survey triangulation station within the interior of the fort, four ring ditch houses were recorded in 1985, but I have yet to visit the site and be convinced. Perhaps under better lighting conditions and with a more positive ‘eye of faith’ I might see them.Looking west along the north section of the upper rampart. Copyright Angela GannonSo next time you venture up Cockleroy remember to look down – the archaeology is there at your feet. But in the meantime, do have a look at our site record for the fort  including the oblique aerial photographs taken under snow.There are also some great kite aerial photographs taken by Jim Knowles of the West Lothian Archaeology Group which are well worth a look too: http://www.armadale.org.uk/cockleroy.htmThis is what I’ve chosen for Day of Archaeology, but why not tell us your favourite archaeological sites in Scotland on Twitter using #MyArchaeology. The Angela Gannon (RCAHMS) – West Lothian by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","RCAHMS","http://www.dayofarchaeology.com/angela-gannon-rcahms-west-lothian/"
"64","There are many kinds of archaeologist – some are specialized in a region or on a period others do contract archaeology, surveys, work at museums, laboratories or work with planning issues etc etc. We do many many things. We do archaeology!I’ve done it all – more or less: I’m an osteolgist so I do the odd osteolgical analysis. I’m an archaeologist so I’ve done surveys, contract archaeology, research archaeology and currently I work at the County board of Östergöland in Sweden doing what could be called planning archaeology.Osteology, mesolithic skeleton, Övra Wannborga, Öland, SwedenSo what is planning archaeology? Well lets say it’s a form of archaeological desk-based assessments – what kind of archaeology is needed in a certain situation – for example when someone wants to build a road or house. In Sweden the County boards are responsible for this part, we also order the archaeology and then let the developer pay for it – sounds sweet, it has its ups and downs. Of course I can’t just decide from the top of my head, the decisions are made according to law and praxis.This is how it works in Sweden, in three easy (or not) steps!Step one. Person A, the developer, submitting a notification that he or she is planning a development of some sorts. The County Board will make an assessment concerning if there are archaeological needs, based on archaeological records, previous digs, historical maps and other studies. If we find that we don’t have enough knowledge to make a decision or if the data points to the likelihood that one may encounter ancient remains – then we order a preliminary archaeological investigation.Ismantorp ancient fortress, Öland, SwedenDuring a preliminary archaeological investigation an archaeological contractor, a museum or other arhaeological institution of the County board’s choice is choosen. They do a review of historical sources, archaeological material as well as a survey (field walking) and, if necessary, do search trenches.Excavation 2010, Västra Götaland, SwedenBased on the information from the preliminary archaeological investigation we then either say that archaeology in some form is needed or not.Step two. If needed the next step in the process is an archaeological investigation. During this the ancient monument is to be defined geographically, decide its function, be dated and its scientific potential should be described. For this a limited archaeological excavation is needed. The result should give us the information needed to decide if the final step is needed, a full archaeological excavation, but also facts enough for others to be able to make an excavation plan and a cost estimate.Excavation, Blekinge, Sweden 2011Step three. The final step, if needed, is a full excavation, meaning the ancient monument is to be removed and documented. If this cost is under 890 000 Swedish crowns, ca: 104000 Euro, the County Board can decide who will do the archaeology, if it costs more it needs to be procured.In most cases the developer has to pay for all archaeology. Among the various steps in the process the developer can of course choose to cancel the archaeological process (and stop the development), they also aim to give the developer the opportunity to look at other opportunities or changes to lower thier costs. In the end the less archaeology being made the better we do our jobs – as the intention is to preserve monuments rather than make them disappear – a kind of archaeological paradox, wouldn’t you say.A lot of what I do is this – is that boring?- No, it actually is quite interesting and in many cases complex, and you get to learn new things along the way. I never thought I’d be doing make procurements when I studied archaeology, and by the way I wasn’t taught how to either!Rock art, Hästholmen, Östergötland, SwedenIs this all that we do? No we do lots of other things concerning cultural heritage, such as signs at ancient monuments, small surveys, projects, meeting land owners, forest owners, looking into environments and landscapes etc. But when the sun shines outside I can feel the trowel luring me, but then again when its rainy/snowy, cold and/or wet it’s quite good to be sitting inside – looking out Winter dig Sweden 2010Magnus Reuterdahl, an archaeologist at the County Adminstrative board Östergötland, Sweden and blogging at Testimony of the spade. The ABC of Swedish planning archaeology and an archaeological paradox by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","Magnus Reuterdahl","http://www.dayofarchaeology.com/abc-of-swedish-planning-archaeology-and-an-archaeological-paradox/"
"65","Today was a merry day for us Archaeologists at CoDA, all around the Old and New World!Elena, our Web and Mobile Manager, is currently in Italy. She celebrated – a bunch of hours earlier than everyone else – a generous grant by NEH (National Endowment for the Humanities) to support the next steps of Mukurtu Mobile!Mukurtu Mobile is an iPhone app designed for indigenous communities or just any community that wants to document and share memories in its own terms, using protocols, categories and community terms that make sense to its members. It’s distributed as part of Mukurtu CMS, a free, open source platform built with indigenous communities to manage and share digital cultural heritage.How can you celebrate with us? Join Elena’s party in Italy later today or… if you’re too late for that (as most of our staff is back in California), just join the Mukurtu community!Check out the app and help us move forward with your precious suggestions!The Celebrating! All around the World, Old and New! by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","CoDA_ucb","http://www.dayofarchaeology.com/celebrating-all-around-the-world-old-and-new/"
"66","The logo of the Arkansas Archeological Survey. Click here to find out more about our organization.My name is Jamie Brandon and I work for the Arkansas Archeological Survey (AAS). Last year, the 2012 Day of Archaeology caught me finishing up a large excavation I was directing at Historic Washington State Park.  This kind of thing (directing excavations) is what the public might expect an archaeologist to do.  This year, however, the 2013 Day of Archaeology is in July, and for me, July is all about winding up my fiscal year which runs from July 1 through June 30.  So, late every July you will find me writing a summary of my last year’s work—this will eventually find its way into an annual report which is a major document that we provide to the public and lawmakers to explain what it is the AAS does and why it is important to Arkansans.  This may seem on the surface to be bureaucratic and boring, but, in fact, it is an excellent opportunity to give you an idea not only what I do in a single day, but what my life as an archaeologist looks like throughout the year—the width and breath of what it is we do at the Arkansas Archeological Survey.  I call it “A Year in a Day.”The Arkansas Archeological Survey is an organization whose mission is to “conserve and research the state’s heritage and communicate this information to the public.”  What this means is that I do quite a number of different things in the course of my job.  I teach, work with graduate students and conduct research (like most university-based, academic archaeologists), but I also am responsible for helping to manage archaeological resources in my assigned research territory (11 counties in southwest Arkansas), working with groups of volunteers and doing public outreach about what we do…that’s a lot of hats for one job.Research, Fieldwork and PublicationsLet’s start with the parts of my job that most people expect—doing archaeological research and fieldwork.  As I just finished up directing two field seasons at the aforementioned Historic Washington State Park, I tried to take this year easy…but as I sit down to write my annual report, I find that I was not very successful.We conducted a series of “long weekend” digs in the fall at a site called Dooley’s Ferry, a Civil War-era community that was a major, early crossing on the Red River.  I say “we” as this project was actually the dissertation topic of my research assistant, Carl Drexler.  You can read Carl’s Day of Archaeology post (including a little bit about Dooley’s Ferry) here.  Our work at Dooley’s Ferry, however, points out two things.  First it indicates that even the categories that I use in this blog post are problematic—I could have easily placed this project under “Teaching and Working with Graduate Students.”  Second, it reminds me to mention the importance of volunteers in our work at the AAS.  Last year my Day of Archaeology post was about the Arkansas Archeological Society, the volunteer organization that helped lobby the AAS into existence in the late 1960s.  We work continually with the Society on projects all around the state and I would not truly be able to do my job without them.  Over 51 volunteers helped out in our Dooley’s Ferry work.  We worked with the landowners, retired mill workers, foresters, archivists, biology instructors, nurses at correctional facilities, software engineers and even folks who own a hardware store—folks from all walks of life…If these folks had not volunteered their time and effort, we would have not found out all that we did at the site.Arkansas Archeological Society volunteers digging at Dooley’s Ferry last fall.The second field project we were part of this year was also a graduate student project.  John Samuelsen, a Ph.D. student at the University of Arkansas at Fayetteville, is working on collecting remote sensing data at Crenshaw, an important prehistoric Caddo Indian site in my research territory.  John, Carl and I—along with a number of our colleagues and volunteers—collected 387 twenty-meter-square grids of data during two field efforts at the site (one in July and one in the fall).  What is “remote sensing,” you ask?  Remote sensing means using a suite of high-tech methods (such as ground penetrating radar or magnetometery) to get a look at what might be under the ground before we dig…or on ceremonial sites, like Crenshaw, to get a look at what might be beneath the surface without disturbing sacred deposits.  Remote sensing is an increasingly important component of the technical and methodological tool set available in archaeological research, and I’m proud that, despite stereotypes about the state being backward, the University of Arkansas and the AAS are at the leading edge of these methods.As far as publications go, I got two peer-review publications through major hoops and hurtling towards publication this year—one for a thematic volume of Historical Archaeology, the international journal of my sub-discipline…and the other a chapter in an edited volume on historical archaeology in Arkansas.  The former should be published by the end of the year, the latter has gotten through review and we hope to receive a book contract early this fall (*fingers crossed*).Additionally, I also did two book reviews this year.  I reviewed Buying into a World of Goods: Early Consumers in Backcountry Virginia by Ann Smart Martin for (of all places) Enterprise and Society: The International Journal of Business History and I reviewed Archaeology, Narrative, and the Politics of the Past by Julia King for American Antiquity.  I personally think book reviews are underrated academically…not for resume padding (although some people do that)…but for my own professional development.  One of the things I miss about graduate school is the amount of reading and synthesizing of information that you do on a regular basis.  I find accepting book review projects as a good way to force myself to keep up with literature and really digest it (I have to write about something before I fully understand and integrate its content).Teaching & Working with Graduate StudentsThe second most commonly thought of aspect in the life of an academic archaeologist is teaching.  As a part of my job I teach the anthropology curriculum at my host institution, Southern Arkansas University in Magnolia—this year that means that I taught General Anthropology (ANTH/SOC 1003) and Anthropology of North American Indians (ANTH/SOC/HIST 3143).  I teach anthropology and archaeology on a campus that does not have an anthropology major.  This means that, in all likelihood, my classes may be the only anthropology class a student ever has. The impression I give a student is the one that he or she is going to carry for a big hunk of their lives—I had better make anthropology relevant and interesting. In this situation I feel that it is not my job to get incredibly technical about my field (as I would do with majors), but simply to make sure that my students understand what anthropology is, what questions anthropology is interested in asking and how it goes about answering those questions. If students leave my class with an appreciation for the diversity of human culture (and they have improved their critical thinking skills), I have succeeded.Teaching art students about prehistoric ceramics at Southern Arkansas University.I get more technical (and philosophical) in my role working with graduate students from the University of Arkansas at Fayetteville and elsewhere—the future of our discipline.  I am proud that this year two of the graduate students I’ve been working with on projects in my research territory have completed their Ph.D. dissertations.  In April, Duncan McKinnon successfully defended his dissertation at the University of Arkansas at Fayetteville.  I’ve been working with Duncan on the Caddo site of Battle Mound in Lafayette County since 2007—his work combined new technologies (that remote sensing stuff again) and the reanalysis of old collections from the site.  His dissertation, entitled Battle Mound: Exploring Space, Place, and History of a Red River Caddo Community in Southwest Arkansas, is a major contribution to Caddo archaeology and the archaeological literature of southwestern Arkansas.In May, my current research assistant, Carl Drexler (mentioned above) was successful in his defense of his Ph.D. dissertation at the College of William and Mary in Williamsburg, VA.  Carl’s dissertation, entitled Dooley’s Ferry: The Archaeology of a Civilian Community in Wartime, was based on 6 years’ worth of archaeology here in southwestern Arkansas using resources and staff from the Arkansas Archeological Survey and volunteers from the Arkansas Archeological Society.  Carl’s work reconstructed the footprint of Dooley’s Ferry and explored the ways that this community was impacted by the Civil War.Public Outreach and Professional ServiceThis is where my job with the AAS departs from that of a typical academic archaeologist.  One of my favorite parts of my job is that doing public outreach is valued by my organization.  I gave 22 public talks this year on archaeology around the state—that averages to almost two every month.  This includes talks to chapters of our volunteer organization (I gave 5 of those) as well as community groups as diverse as Rotary clubs, genealogical and historical societies, museum groups, state parks and local chapters of the DAR…I even gave a talk about the archaeology of religion to the Hot Springs Freethinkers!Giving public talks is the favorite part of my job as an AAS Research Station Archeologist.In addition to these formal talks, I also consulted with private landowners in four counties (Little River, Sevier, Union and Hempstead) about objects found on their property…and I provided advice and assistance to the South Arkansas Historical Foundation (about preservation efforts at Bethel Methodist Church in Mt. Holly, Union County), Historic Washington State Park (about preservation efforts at Pioneer Washington Cemetery, Hempstead County), Southern Arkansas University (Alumni concerns about the preservation of a Mosasaur fossil on display at SAU in Magnolia, Columbia County…yes, I KNOW archaeologists do NOT do dinosaurs…but what are you going to do?…), EAST Lab at Dierks High School (about cemetery preservation efforts in Dierks, Howard County), the Historic Arkansas Museum (Funerary art for the Arkansas Made Project), and several consultations with the Mapping the Legacy of African American History, LLC (about a West Ninth Street mapping project in Little Rock, Pulaski County).Most academics spend some amount of time on professional service—serving on conference committees and whatnot.  I spend quite a bit of time in this arena…why?  Because I feel that in this part of my job I can make “things happen”…I can help shape public policy, help put on a conference, help research get published and, thus, get shared with the community at large, or help save a historic place…On the state-level, I serve on the boards of the Arkansas Historical Association (AHA) and the Historic Preservation Alliance of Arkansas (HPAA).  Positions like this afford us the opportunities to get tangible results from our work.  For instance, this year I was the conference chair for the AHA Conference in Helena, AR—making all the arrangements for a state-level conference in a town without a hotel, no major conference venue and only a single restaurant…talk about challenging.  It was a lot of time and energy, but in the end (thanks to the help of the Delta Cultural Center), it was incredibly rewarding to see the conference come off as a success.  Similarly, I served on the HPAA committee which names “Arkansas Most Endangered Historic Places”—a list that is meant to call public attention and, hopefully resources, to the sites that most need saving in the state.  Two of the seven properties that we listed this year (the Roundtop Filling Station and St. Joseph’s Orphanage) have made great strides toward stabilization, obtaining much needed support, and planning for future renovation/adaptive use.  That is gratifying work indeed.I am also the Vice-Chairman of the Arkansas Civil War Sesquicentennial Commission and I serve on the State Review Board for Historic Preservation (the state body that recommends properties for listing on the National Register of Historic Places).  In these roles I feel that I really (or I should say, more directly) make a difference—helping constituents get their property listed on the National or Arkansas Register of Historic Places, helping local communities and organizations get grants for commemorative events, or historic markers, that tell that community’s local story…even consulting with and educating others in state government about policy issues…this, too, makes me feel like my job matters.You’ll notice that all of the above mentioned service roles are not specifically archaeology-oriented…When I serve in these capacities I’m still doing an outreach of sorts…educating other professionals—historians, architects, planners, historic preservationists, and law makers—about what archaeologists do and why they should care.  But I also do service within my sub-disciple of historical archaeology.  I am an Associate Editor of Historical Archaeology (I shepherded three articles to publication this year) and the Chair of the Academic and Professional Training Committee of the Society for Historical Archaeology (SHA).  In these roles I get to do things like help the SHA get into modern social media, coordinate workshop for professional development, and chair the SHA Student Paper Prize (which I have chaired for the last 6 years)…giving young, outstanding scholars in my field recognition (and over $1500 in books)…it doesn’t get more rewarding than that…ConclusionSo there it is:  a year of what I do with the Arkansas Archeological Survey (well, actually, there is still more that I left out)…as seen through my annual report.  I think it gives you a bigger picture than the “day” snapshot that I normally blog about.Ok…ok…ok…reading back over this blog post as I write, it seems way too self-promoting…that’s NOT what I’m trying to do…Likewise, I know that this blog post seems to ramble in various and sundry directions…but that IS the point, actually—my job as an archaeologist with the Arkansas Archeological Survey is not a simple job.  In truth, it is more like three jobs…1) that of a typical academic anthropology professor; 2) that of an public outreach coordinator for archaeology and; 3) that of a state agency official responsible for managing cultural resources in my territory.  This is challenging…But if I were to leave the AAS and become a more “typical” academic archaeologist I would miss these other aspects of my job, and I would probably still do some of them (such as public outreach)…the only difference is that they would not be specifically part of my job per se…or would at least not be as appreciated as they are with the AAS.  I appreciate that my organization lets me do all of these things in the name of archaeology…It’s a whole lot of a job…..but I wouldn’t have it any other way. Want to keep up with what we’re up to?Follow my personal blog, Father Along, at: http://fartheralong.wordpress.com/…or take a look at the AAS web page, the AAS-SAU Research Station website, follow us on Facebook, Twitter, or Flickr…The A Year In a Day:  My Life as an Arkansas Archeological Survey Archeologist by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","Jamie Chad Brandon","http://www.dayofarchaeology.com/a-year-in-a-day-my-life-as-an-arkansas-archeological-survey-archeologist/"
"67","This day of archaeology is somewhat typical for me. I specialize in the analysis of human and animal bones (humans are animals after all). Today’s work involves taking a look at an Egyptian mummy and packing up approximately 2,000 animal bones for shipment.Mummies are a relatively common component of art museum collections. Back in the late 1800s and early 1900s, museums built their artifact collections by buying objects with little concern over how they were acquired by dealers. Mummies and their sarcophagi (cases) could be purchased individually or as a pair. Ethics have greatly changed since then and such transactions are now rare.The mummy I went to see is in storage at the Vassar art museum. My goal was not to conduct any scientific study of the mummy, it was simply to evaluate the potential to use it as part of my introductory archaeology course in the fall. The mummy is in very good condition, which means that anyone expecting to clearly see an arm, leg, or face will be disappointed. This will allow my class to discuss where their fascination with archaeology lies – do they simply want to see something that is macabre or do they have a genuine interest in understanding the past? For those with a genuine interest, this mummy presents a challenge in that it is both easy and difficult to learn more about it.A simple Google search will produce several different stories about the mummy, each coming from what seems to be a reputable source. This is one of the greatest challenges archaeology professors face – how do we teach our students to search for the best answer since there is often no single right answer about the past. For example, one Vassar source says the mummy is Swty-Hetep, a priestess of Isis from 200 BC. Another Vassar source says the mummy is Shep-en-Min, the son of a chantress who died in his late teens around 600 BCE. A third Vassar source says the mummy is Shep-en-min who was a priest involved in rituals for the god Min. His age is placed at 25 to 30 years old and cause of death may have been a fracture of his right leg. The more recent analyses of the mummy are likely more reliable than the older ones as technology has allowed researchers to look under the wraps without unwrapping him. A video showing how this was done can be found on YouTube and a newspaper article is at the local newspaper site.  These boxes contain approximately 2,000 fragments of animal boneAs a North American archaeologist I have no special expertise in mummy analysis nor do I have a great interest in mummies. But students and most non-archaeologists expect me to talk about mummies so I do. I am more interested in understanding the past of people who lived in the same places that my students and I live.Currently, I am finishing up a report on animal bones recovered from sites in Nevada. As a faunal analyst, other archaeologists send the bones they recover to me for specialized study. I identify the bones and then interpret them and mail them back along with a report.These bones are helping those who excavated the site to understand what some stone circles or rock rings were used for. As with the mummy, there are various ways of interpreting these features and additional data helps to create a more reliable interpretation.  In archaeology we are always refining our understanding of the past using new tools. Some are high tech like CT scans. Others are low tech like using the complete skeletons of known animals to identify tiny fragments of animal bones recovered during excavation.These animal skeletons are used to identify the fragments of bone recovered during excavation.The Museum Mummy and Boxes of Animal Bone by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","April Beisaw","http://www.dayofarchaeology.com/museum-mummy-and-boxes-of-animal-bone/"
"68","The Ahliyyah School for Girls Archaeological Club by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","Khawla Goussous","http://www.dayofarchaeology.com/ahliyyah-school-for-girls-archaeological-club/"
"69","Stirling ‘Contains Ordnance Survey data © Crown copyright and database right 2011’I’m William Wyeth, one of four Education & Outreach trainees based at RCAHMS in the year-long Skills for the Future programme. My year at the Commission is split between different parts of RCAHMS’ work (Scran, social media, a university module, etc), as well as an external three-month placement. My placement was itself split between Stirling Castle and the Bannockburn Heritage Centre. I’ve chosen the undiscovered site of the second day of the battle of Bannockburn. The battle itself was a pivotal moment in Scottish history, which combines elements of mythology as much as fact. The physical remains of the battle, however, are almost non-existent; thus far, a single 14th-century arrowhead has been found, which may not be linked to the battle in any case. There is no doubt that the battle of 1314 CE took place somewhere around today’s Bannock burn, but frustratingly efforts by archaeologists and metal detectors to locate any evidence in the ground have been unsuccessful.Since the battle, the area between the Pelstream and Bannock burns (where it is considered the second day of the clash took place) has been used as a ploughed field and dump site for building waste from different periods. Today, the area is largely wild grass, sitting between 20th-century suburban housing and the railway line from Edinburgh to Stirling.View of the Big Dig. Copyright Aisha Al-SadieI’ve chosen the undiscovered battlefield because it represents the challenge to historians and archaeologists in determining the developments on the ground during this critical day in Scottish history. It has also recently been the focus of a Big Dig in June 2013, which saw fantastic community involvement aimed at establishing the site of the second day’s battle. Part of the activities on the site was filmed for an upcoming TV show produced to celebrate the 700-year anniversary of the Battle of Bannockburn.Filming the Big Dig, with Tony Pollard and Neil Oliver. Copyright Aisha Al-Sadie  This is what I’ve chosen for Day of Archaeology, but why not tell us your favourite archaeological sites in Scotland on Twitter using #MyArchaeology. For more information on this site, or others in this area you can also go to the Historic Environment Record for Stirling Council.Contact Details:Murray CookMunicipal Buildings, Corn Exchange, Stirling, FK8 2HU01786 233663Email: archaeology@stirling.gov.ukWeb: http://www.stirling.gov.uk/services/business-and-trade/planning-and-building-standards/archaeologySearchable HER: http://my.stirling.gov.uk/archaeology_maps The William Wyeth (RCAHMS) – Stirling by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","RCAHMS","http://www.dayofarchaeology.com/william-wyeth-rcahms-stirling/"
"70","This year’s “Day of Archaeology”, July 26th, was the final day of the inaugural Archaeology Summer program at the University of New Brunswick in Fredericton, NB, Canada. Over the past four weeks, 8 participants have participated in this unique “hands-on” learning opportunity that will also provide them with 6 credit hours in Anthropology. I am Tricia Jarratt, archaeologist, an instructor and coordinator for the Archaeology Summer program.Archaeology is the study of the material remains left by people who lived in the past. We try to say something about people by examining the things they manufactured and used (artifacts) and that we today, find in the ground. In order to understand the meaning behind the artifacts, we need to understand the culture of those who made them, to do this we work with local First Nations populations. The learners people enrolled in this program have learned to replicate the technologies that produce the artifacts that are often discovered in our area (such as stone tools and pottery). The goal of this was to better understand a bit more about the people who had lived and manufactured such items in the distant past, and the processes by which the archaeological record is formed. This is known as experimental archaeology.The program is held on a dedicated area on the UNB campus year after year and students learn excavation techniques in the space used in the previous year where the “experimental technology” has occurred. Through these exercises, participants can learn appropriate excavation and recovery techniques that would be used in a “real life” archaeological field situation. This simulation allows students to experience “hands on learning” without raising ethical implications that could arise from teaching students on a true archaeological site. I compare it to learning to fly with a computer simulator prior to taking a plane out for the first time.Students this year have completed the course with the guidance of Mi’kmaq and Wolastoqiyik Elders and craft specialists. They have flint knapped, made pottery, constructed a wigwam and learned the craft of basket-making. Students also learned how to create a grid and map an archaeological site. There was a focus on the importance of maintaining accurate field notes, careful trowelling and sifting dirt, and recording the location of artifacts. We worked outside in most weather conditions, just as if we would be expected to do if we were “in the field.” Most importantly, learners found a new appreciation for the objects left by those who inhabited the distant past in the teachings shared with them by the Elders.Today, we spent the day reflecting on all we have learned and come to appreciate about archaeology. One student shared that this program “really hit home the thankless work of archaeologists, I know have a great respect for them after doing all the hard labour involved in a dig…but that by recording such matters we can understand that a vibrant nation once lived here well among the many rivers and streams of New Brunswick.”The The Archaeology Summer program at UNB Fredericton by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","Tricia Jarratt","http://www.dayofarchaeology.com/the-archaeology-summer-program-at-unb-fredericton/"
"71","After the site visit this morning, I’ve spent the afternoon at my desk at home writing up part of a chapter of my PhD and deciding what I’m going to blog about in my weekly post. I set up http://medievalparksgardensanddesignedlandscapes.wordpress.com/ to be able to write about experience of PhD research, or research which I’d like to incorporate into my PhD, but for one reason or other probably won’t find a home there. So tonight (I usually do this on a Sunday but this week I won’t be able to) I’ll post up my latest thoughts.The part of my chapter I have been working on concerns north west Shropshire, which has been included in my study area because it shares very similar topography with north east Wales, but has been under ‘different’ ownership and government for hundreds of years. Within this area are three medieval deer parks which are all within a few miles of each other, and which are all almost identical in size at about 0.3 hectares. I’m not sure why this is yet, but I spent the afternoon looking at the available maps and aerial photographs trying to identify any common characteristics and pattern in their layout. It’s the hardest part of my research, but when I get it right it’s very rewarding.Finally, I was overjoyed to see that the research and excavation project being run by a fellow PhD student had made it onto the BBC Wales news website. http://www.bbc.co.uk/news/uk-wales-north-west-wales-23458968Mark Baker has been working on establishing a chronology for the medieval and post medieval house at Brynkir (Longitude 52.969888; Latitude -4.201307). As part of my own research I identified a medieval deer park just to the south east of the house, and realised it related to a motte and bailey castle at Dolbenmaen (Longitude 52.964195; Latitude -4.225157) some  1.5km (0.9 miles) west.The Park at Brynkir. The elongated oval in the centre of the picture marked in red is the park, and the house is in the trees to the top left of the park boundary.Subsequently Mark and I agreed that an excavation of the boundary of the deer park would be incorporated in his research excavation this coming August, and my final job of the day has been to ring the BBC journalist in order to arrange to be interviewed on site talking about this discovery.As I said this morning – the joy of archaeology is you never know what is going to happen next. So, if you are reading about the exploits of archaeologists for the first time or have come to this website to find out more, I hope we’ve all been able to inspire you into finding out more about our discipline. The Castles and Crowdfunding – Part Two by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","Spencer Gavin Smith","http://www.dayofarchaeology.com/castles-and-crowdfunding-part-two/"
"72","Hi everyone I’m Heather Sebire, Property Curator for English Heritage in the west of England. My day started with the usual early morning checking of emails and then I paid a site visit to Gloucester Blackfriars which is in EH guardianship. It is one of the most complete surviving friaries of the Dominican  ’back friars’ in the country  and we have recently undertaken work to enable more of the buildings to be used for concerts and other performing arts. It was magical as there was a rehearsal going on for the Three Choirs festival in the church itself and one almost expected to see the friars appearing at any minute in the cloister.www.english-heritage.org.uk/daysout/properties/gloucester-blackfriarsThat was followed by a real treat. I visited Arthur’s stone neolithic burial chamber near Bredwardine in Herefordshirewww.english-heritage.org.uk/daysout/properties/arthurs-stoneand then went on to visit the excavations at Dorstone led by Professor Julian Thomas from Manchester University and County Archaeologist Dr Keith Ray. This exciting excavation has revealed large post holes from a neolithic building and a serious of cists which appear to be associated with a long mound. Among the finds were a beautiful polished stone axe, a polished flint axe and a beautiful flint knife. Here is Julian Thomas holding the flint knife.There is an open day at the site on Sunday 28th (there is a Facebook page I understand).Tony Fleming, recently retired Inspector of Ancient Monuments with EH was also there visiting (looking very relaxed) with his wife. Wonderful to see great archaeology in action on this special day.Julian Thomas at Dorstone excavation 26th July 2013 Dorstone excavations 2013Then I had to head for home and back to the emails-hope you all had a great day!The Gloucester Blackfriars by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","Heather Sebire","http://www.dayofarchaeology.com/10277/"
"73","Using modern digital technology we are able to take photos from the field and transfer them into AutoCAD and digitize the rocks and other features. The final drawings will be displayed in reports and presentations.The Using digital technology by Day of Archaeology, unless otherwise expressly stated, is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.	","July 26","2013","cartvol","http://www.dayofarchaeology.com/using-digital-technology/"
